,ID,RFID,SEX,Pair,Site,Category
J1483,J1483,010C115B19,M,,,5
J1484,J1484,010C115FEC,F,,,5
J1485,J1485,010C111DEE,M,,,5
J1486,J1486,01103F9066,M,,,5
J1487,J1487,010C10A7D7,M,,,5
J1488,J1488,010C115CBF,M,,,5
J1489,J1489,010C112A33,M,,,5
J149,J149,0110171141,F,,,5
J1491,J1491,010C11B7EC,,,,5
J1493,J1493,010C11501B,M,,,5
J1494,J1494,010C1170FA,M,,,5
J1495,J1495,010C11B242,F,,,5
J1496,J1496,010C117C02,M,,,5
J1497,J1497,010C1163F7,F,,,5
J1498,J1498,010C11B8F4,M,,,5
J1499,J1499,010C10D10C,F,,,5
J15,J15,,M,,,5
J150,J150,,F,,,5
J1500,J1500,010C1192E1,M,,,5
J1501,J1501,010C110F49,M,,,5
J1502,J1502,010C10DCA0,F,,,5
J1503,J1503,010C10BA77,F,,,5
J1504,J1504,010C115613,M,,,5
J1505,J1505,010C10E61C,F,,,5
J1506,J1506,010C110CDF,F,,,5
J1508,J1508,010C118768,M,,,5
J1509,J1509,010C1119EE,F,,,5
J151,J151,,F,,,5
J1510,J1510,010C1145EA,M,,,5
J1511,J1511,01101704BB,F,,,5
J1512,J1512,010C10B53E,M,,,5
J1513,J1513,010C111ED5,F,,,5
J1514,J1514,010C11589D,F,,,5
J1515,J1515,010C1141B8,F,,,5
J1516,J1516,010C10B70E,F,,,5
J1517,J1517,010C10C2EA,F,,,5
J1518,J1518,010C110CE2,M,,,5
J1519,J1519,010C110B51,F,,,5
J152,J152,010C10F3FD,F,,,5
J1520,J1520,010C1140C8,F,,,5
J1522,J1522,010C11214D,M,,,5
J1523,J1523,010C1183A5,F,,,5
J1524,J1524,010C10BB20,F,,,5
J1525,J1525,010C11B939,F,,,5
J1526,J1526,010C1163F5,F,,,5
J1527,J1527,010C10E547,,,,5
J1528,J1528,010C10D7FC,M,,,5
J153,J153,0110175075,M,,,5
J1530,J1530,010C11815E,F,,,5
J1531,J1531,010C10B86C,M,,,5
J1532,J1532,0110172A89,M,,,5
J1533,J1533,010C10EA20,F,,,5
J1534,J1534,010C111ED2,M,,,5
J1535,J1535,010C112CA4,M,,,5
J1536,J1536,010C11538A,F,,,5
J1537,J1537,010C119665,F,,,5
J1538,J1538,010C1127C5,F,,,5
J1539,J1539,010C11617E,M,,,5
J154,J154,,,,,5
J1540,J1540,010C1169C2,F,,,5
J1541,J1541,011017203F,M,,,5
J1542,J1542,0110170E96,M,,,5
J1543,J1543,01101742D0,M,,,5
J1544,J1544,01101739D3,M,,,5
J1545,J1545,01101729A0,M,,,5
J1546,J1546,,,,,5
J1547,J1547,0110170DF1,F,,,5
J1548,J1548,0110171D58,F,,,5
J1549,J1549,01101730AD,M,,,5
J155,J155,,,,,5
J1550,J1550,0110170702,M,,,5
J1551,J1551,0110171EC3,M,,,5
J1552,J1552,01101739C4,F,,,5
J1553,J1553,011017276F,F,,,5
J1554,J1554,0110172E86,M,,,5
J1555,J1555,011017195F,M,,,5
J1556,J1556,0110173B29,F,,,5
J1557,J1557,,,,,5
J1558,J1558,011016E2A5,F,,,5
J1559,J1559,,,,,5
J156,J156,,,,,5
J1560,J1560,011017115D,F,,,5
J1561,J1561,0110170205,F,,,5
J1562,J1562,01101707AF,M,,,5
J1563,J1563,0110170B59,F,,,5
J1564,J1564,0110173F27,M,,,5
J1565,J1565,0110173BDF,F,,,5
J1566,J1566,0110170542,F,,,5
J1567,J1567,011016B836,M,,,5
J1568,J1568,0110172040,M,,,5
J1569,J1569,0110172337,M,,,5
J157,J157,,,,,5
J1570,J1570,0110170716,F,,,5
J1571,J1571,0110172DC9,F,,,5
J1572,J1572,,,,,5
J1573,J1573,,,,,5
J1574,J1574,0110174B1B,M,,,5
J1575,J1575,0110170291,M,,,5
J1576,J1576,,,,,5
J1577,J1577,0110170AAD,M,,,5
J1578,J1578,0110171E66,F,,,5
J1579,J1579,01101720FA,F,,,5
J158,J158,010C11A06E,M,,,5
J1580,J1580,,,,,5
J1581,J1581,0110174B0E,M,,,5
J1582,J1582,011017018C,F,,,5
J1583,J1583,01101716D8,M,,,5
J1584,J1584,,,,,5
J1585,J1585,011017028E,F,,,5
J1586,J1586,0110173705,F,,,5
J1587,J1587,01101741A7,F,,,5
J1588,J1588,011016B1B8,F,,,5
J1589,J1589,011016EC3F,M,,,5
J159,J159,,,,,5
J1590,J1590,011016ED80,,,,5
J1591,J1591,,,,,5
J1592,J1592,0110173B2E,M,,,5
J1593,J1593,011016DBC2,M,,,5
J1594,J1594,011016CAA4,M,,,5
J1595,J1595,01101740FA,M,,,5
J1596,J1596,,,,,5
J1597,J1597,0110170B52,M,,,5
J1598,J1598,011016BE50,F,,,5
J1599,J1599,,,,,5
J160,J160,,,,,5
J1601,J1601,0110170109,F,,,5
J1603,J1603,0110174057,F,,,5
J1604,J1604,011017162C,M,,,5
J1605,J1605,0110171004,F,,,5
J1606,J1606,,,,,5
J1607,J1607,,,,,5
J1608,J1608,0110174B09,M,,,5
J1609,J1609,011017424E,M,,,5
J161,J161,010C1194F6,M,,,5
J1610,J1610,,,,,5
J1611,J1611,,,,,5
J1612,J1612,,,,,5
J1613,J1613,,,,,5
J1614,J1614,,,,,5
J1615,J1615,011017158A,F,,,5
J1616,J1616,011016C38C,M,,,5
J1617,J1617,,,,,5
J1618,J1618,0110170543,F,,,5
J1619,J1619,0110170550,M,,,5
J162,J162,,,,,5
J1620,J1620,0110172BB6,F,,,5
J1621,J1621,,,,,5
J1622,J1622,0110170970,F,,,5
J1623,J1623,0110173AF7,F,,,5
J1624,J1624,0110174B19,M,,,5
J1625,J1625,011017338E,F,,,5
J1627,J1627,0110170F96,M,,,5
J1628,J1628,011017185B,M,,,5
J1629,J1629,,,,,5
J163,J163,,,,,5
J1630,J1630,01101707F0,M,,,5
J1631,J1631,0110171848,M,,,5
J1632,J1632,011017391A,F,,,5
J1633,J1633,0110170D42,M,,,5
J1634,J1634,,,,,5
J1635,J1635,,,,,5
J1636,J1636,011016AD6D,F,,,5
J1637,J1637,,,,,5
J1638,J1638,0110171629,M,,,5
J1639,J1639,,,,,5
J1640,J1640,,,,,5
J1641,J1641,,,,,5
J1642,J1642,,,,,5
J1643,J1643,,,,,5
J1644,J1644,,,,,5
J1645,J1645,0110170AB4,M,,,5
J1646,J1646,,,,,5
J1647,J1647,0110170175,F,,,5
J1648,J1648,,,,,5
J1649,J1649,,,,,5
J165,J165,010C10BA76,F,,,5
J1650,J1650,0110171636,M,,,5
J1651,J1651,0110174783,M,,,5
J1652,J1652,0110174244,M,,,5
J1653,J1653,,,,,5
J1654,J1654,01101712A6,M,,,5
J1655,J1655,,,,,5
J1656,J1656,01101723C6,M,,,5
J1657,J1657,0110173C73,F,,,5
J1658,J1658,011017017E,F,,,5
J1659,J1659,011017404A,M,,,5
J166,J166,,,,,5
J1660,J1660,0110170843,F,,,5
J1661,J1661,011017157F,M,,,5
J1662,J1662,01101717A2,F,,,5
J1663,J1663,,,,,5
J1664,J1664,011017344E,F,,,5
J1665,J1665,01101705E5,M,,,5
J1667,J1667,,,,,5
J1668,J1668,01101721B2,M,,,5
J1669,J1669,,,,,5
J167,J167,,,,,5
J1670,J1670,0110170FEA,M,,,5
J1671,J1671,,,,,5
J1672,J1672,0110171C8A,F,,,5
J1673,J1673,,,,,5
J1674,J1674,0110170185,F,,,5
J1675,J1675,0110171902,,,,5
J1676,J1676,0110170017,F,,,5
J1678,J1678,0110170927,M,,,5
J1679,J1679,,,,,5
J168,J168,,,,,5
J1680,J1680,01101732D1,M,,,5
J1681,J1681,,,,,5
J1682,J1682,,,,,5
J1683,J1683,0110170311,M,,,5
J1684,J1684,,,,,5
J1685,J1685,,,,,5
J1686,J1686,,,,,5
J1687,J1687,,,,,5
J1688,J1688,01101745D4,M,,,5
J1689,J1689,,,,,5
J169,J169,,,,,5
J1690,J1690,0110170B6B,M,,,5
J1691,J1691,011016FD57,M,,,5
J1692,J1692,0110174A11,M,,,5
J1693,J1693,,,,,5
J1694,J1694,0110171B18,M,,,5
J1695,J1695,0110170B51,M,,,5
J1696,J1696,,,,,5
J1697,J1697,,,,,5
J1698,J1698,0110172105,M,,,5
J1699,J1699,,,,,5
J17,J17,0110174108,F,,,5
J170,J170,,,,,5
J1700,J1700,,,,,5
J1701,J1701,0110170314,F,,,5
J1702,J1702,,,,,5
J1703,J1703,01101712A4,F,,,5
J1704,J1704,,,,,5
J1705,J1705,0110170973,F,,,5
J1706,J1706,,,,,5
J1707,J1707,0110173F28,M,,,5
J1708,J1708,01101745C4,F,,,5
J171,J171,,,,,5
J1710,J1710,011017030F,M,,,5
J1711,J1711,01101708D6,M,,,5
J1712,J1712,01101730C1,M,,,5
J1713,J1713,0110171F7E,M,,,5
J1714,J1714,,,,,5
J1715,J1715,0110174B86,F,,,5
J1716,J1716,,,,,5
J1717,J1717,,,,,5
J1718,J1718,,,,,5
J1719,J1719,01101746E5,F,,,5
J172,J172,,,,,5
J1720,J1720,0110172F36,F,,,5
J1721,J1721,,,,,5
J1722,J1722,0110170C9B,F,,,5
J1723,J1723,0110170845,M,,,5
J1724,J1724,0110170A04,M,,,5
J1725,J1725,,,,,5
J1727,J1727,,,,,5
J1728,J1728,0110173918,F,,,5
J1729,J1729,0110174658,M,,,5
J173,J173,,,,,5
J1730,J1730,0110170015,M,,,5
J1731,J1731,,,,,5
J1732,J1732,,,,,5
J1733,J1733,,,,,5
J1734,J1734,,,,,5
J1735,J1735,011017449A,F,,,5
J1736,J1736,,,,,5
J1737,J1737,,,,,5
J1738,J1738,010799F81C,F,,,5
J1739,J1739,011017297F,M,,,5
J174,J174,,,,,5
J1740A,J1740A,,,,,5
J1740B,J1740B,,,,,5
J1741,J1741,0110173006,F,,,5
J1742,J1742,,,,,5
J1743,J1743,,,,,5
J1744,J1744,,,,,5
J1745,J1745,011017339B,F,,,5
J1746,J1746,,,,,5
J1747,J1747,0110173220,F,,,5
J1748,J1748,,,,,5
J1749,J1749,,,,,5
J175,J175,,,,,5
J1750,J1750,,,,,5
J1751,J1751,0110170C03,F,,,5
J1752,J1752,01103F62A7,F,,,5
J1753,J1753,,,,,5
J1754,J1754,011017488C,F,,,5
J1755,J1755,,,,,5
J1756,J1756,,,,,5
J1757,J1757,,,,,5
J1758,J1758,0110172765,M,,,5
J1759,J1759,,M,,,5
J176,J176,,,,,5
J1760,J1760,0110171620,M,,,5
J1761,J1761,,,,,5
J1762,J1762,,,,,5
J1763,J1763,011016DB03,M,,,5
J1764,J1764,0110170E98,M,,,5
J1765,J1765,0110170CAC,M,,,5
J1766,J1766,,,,,5
J1767,J1767,0110174B10,F,,,5
J1769,J1769,0110171B26,M,,,5
J177,J177,,,,,5
J1770,J1770,0110173B31,F,,,5
J1771,J1771,,,,,5
J1772,J1772,,,,,5
J1773,J1773,0110174A0E,F,,,5
J1774,J1774,,,,,5
J1775,J1775,,,,,5
J1776,J1776,,,,,5
J1778,J1778,,,,,5
J1779,J1779,,,,,5
J178,J178,,,,,5
J1780,J1780,0110172323,M,,,5
J1781,J1781,0110171145,F,,,5
J1782,J1782,,,,,5
J1784,J1784,01101701F2,F,,,5
J1785,J1785,01101720FF,F,,,5
J1786,J1786,011017098B,M,,,5
J1787A,J1787A,,,,,5
J1787B,J1787B,,,,,5
J1788,J1788,011017136F,M,,,5
J1789,J1789,011017210C,F,,,5
J179,J179,,,,,5
J1790,J1790,,,,,5
J1791,J1791,0110172D0F,F,,,5
J1792,J1792,,,,,5
J1793,J1793,,,,,5
J1794,J1794,0110170188,F,,,5
J1795,J1795,,,,,5
J1796,J1796,01101711F4,M,,,5
J1797,J1797,,,,,5
J1798,J1798,,,,,5
J1799,J1799,011016A627,M,,,5
J18,J18,,M,,,5
J180,J180,,,,,5
J1800,J1800,,,,,5
J1801,J1801,0110170C9E,M,,,5
J1802,J1802,,,,,5
J1803,J1803,,,,,5
J1804,J1804,011017172D,F,,,5
J1805,J1805,,,,,5
J1806,J1806,,,,,5
J1807,J1807,0110172989,M,,,5
J1808,J1808,,,,,5
J1809,J1809,,,,,5
J181,J181,,,,,5
J1810,J1810,,,,,5
J1811,J1811,,,,,5
J1812,J1812,0110173C6E,F,,,5
J1813,J1813,,,,,5
J1814,J1814,0110174659,F,,,5
J1815,J1815,,,,,5
J1816,J1816,,,,,5
J1817,J1817,,,,,5
J1818,J1818,,,,,5
J1819,J1819,,,,,5
J182,J182,,,,,5
J1820,J1820,,,,,5
J1821,J1821,,,,,5
J1822,J1822,,,,,5
J1823,J1823,,,,,5
J1824,J1824,,,,,5
J1825,J1825,,,,,5
J1826,J1826,,,,,5
J1827,J1827,,,,,5
J1828,J1828,,,,,5
J1829,J1829,,,,,5
J183,J183,,,,,5
J1830,J1830,,,,,5
J1831,J1831,,,,,5
J1832,J1832,,,,,5
J1833,J1833,,,,,5
J1834,J1834,,,,,5
J1835,J1835,,,,,5
J1836,J1836,0110171421,M,,,5
J1837,J1837,,,,,5
J1838,J1838,,,,,5
J1839,J1839,0110172338,,,,5
J184,J184,,,,,5
J1840,J1840,,,,,5
J1841,J1841,,,,,5
J1842,J1842,,,,,5
J1843,J1843,,,,,5
J1844,J1844,,,,,5
J1845,J1845,,,,,5
J1846,J1846,,,,,5
J1847,J1847,011017437B,F,,,5
J1848,J1848,,,,,5
J1849,J1849,,,,,5
J185,J185,,,,,5
J1850,J1850,01101746FC,F,,,5
J1851,J1851,0110173C74,F,,,5
J1852,J1852,0110170836,F,,,5
J1853,J1853,,,,,5
J1854,J1854,,,,,5
J1855,J1855,,,,,5
J1856,J1856,,,,,5
J1857,J1857,,,,,5
J1858,J1858,,,,,5
J1859,J1859,,,,,5
J186,J186,010C110B4C,M,,,5
J1860A,J1860A,,,,,5
J1860B,J1860B,,,,,5
J1860C,J1860C,,,,,5
J1861,J1861,,,,,5
J1864,J1864,,,,,5
J1865,J1865,0110173452,M,,,5
J1866,J1866,,,,,5
J1867,J1867,,,,,5
J1868,J1868,,,,,5
J1869,J1869,011017109E,M,,,5
J187,J187,,,,,5
J1870,J1870,0110171F7F,F,,,5
J1871,J1871,0110173F13,F,,,5
J1872,J1872,0110173BDB,M,,,5
J1873,J1873,0110173273,F,,,5
J1874,J1874,0110174990,F,,,5
J1875,J1875,01101745CA,F,,,5
J1876,J1876,0110171ED3,F,,,5
J1877,J1877,,,,,5
J1878,J1878,01101708E2,F,,,5
J1879,J1879,01101700FA,M,,,5
J188,J188,,,,,5
J1880,J1880,,M,,,5
J1881,J1881,011017226B,F,,,5
J1882,J1882,0110170F5B,F,,,5
J1883,J1883,,F,,,5
J1884,J1884,,M,,,5
J1885,J1885,,F,,,5
J1886,J1886,01101746DC,M,,,5
J1887,J1887,0110172767,M,,,5
J1888,J1888,0110171F96,M,,,5
J189,J189,,,,,5
J1892,J1892,0110171856,M,,,5
J1894,J1894,01103F8A8D,F,,,5
J1897,J1897,01101723C7,F,,,5
J1899,J1899,0110170B60,F,,,5
J19,J19,,F,,,5
J190,J190,,,,,5
J1901,J1901,0110172FEC,M,,,5
J1902,J1902,01101730AF,F,,,5
J1904,J1904,0110173E81,M,,,5
J1905,J1905,110170705,F,,,5
J1906,J1906,0110172BAD,F,,,5
J1907,J1907,0110171BEC,M,,,5
J1909,J1909,0110173B24,F,,,5
J191,J191,,,,,5
J1910,J1910,01101716E7,F,,,5
J1911,J1911,011016FD44,M,,,5
J1912,J1912,0110170BE6,M,,,5
J1913,J1913,0110170B57,F,,,5
J1914,J1914,0110173385,M,,,5
J1918,J1918,011016DADF,,,,5
J1919,J1919,011016D8B6,,,,5
J192,J192,,,,,5
J1920,J1920,011017042E,,,,5
J1921,J1921,01103F7837,M,,,5
J1922,J1922,0110171355,M,,,5
J1923,J1923,011017066D,M,,,5
J1924,J1924,011017322D,F,,,5
J1925,J1925,01101704B5,F,,,5
J1927,J1927,01101725FF,F,,,5
J1928,J1928,01101705E4,F,,,5
J1929,J1929,011017452F,M,,,5
J193,J193,,,,,5
J1930,J1930,01101732CF,M,,,5
J1931,J1931,01101726AB,M,,,5
J1932,J1932,01101708E7,M,,,5
J1933,J1933,011017392C,M,,,5
J1934,J1934,0110170ACA,M,,,5
J1935,J1935,0110172273,F,,,5
J1936,J1936,0110171A74,M,,,5
J1937,J1937,0110172329,M,,,5
J1938,J1938,011017488A,F,,,5
J1939,J1939,0110171EB2,F,,,5
J194,J194,,M,,,5
J1940,J1940,011017277E,F,,,5
J1941,J1941,0110170DF3,,,,5
J1942,J1942,01101705CF,M,,,5
J1943,J1943,0110174920,M,,,5
J1944,J1944,01101714D3,M,,,5
J1945,J1945,011016DD2D,F,,,5
J1946,J1946,0110171358,M,,,5
J1947,J1947,01101735AA,F,,,5
J1948,J1948,011016AE25,M,,,5
J1949,J1949,011016B1B9,F,,,5
J195,J195,010C1190BD,M,,,5
J1950,J1950,01101746FD,M,,,5
J1951,J1951,0110171C9F,M,,,5
J1952,J1952,011017489E,M,,,5
J1953,J1953,0110170B5A,M,,,5
J1955,J1955,0110173505,M,,,5
J1956,J1956,01101718FD,F,,,5
J1957,J1957,011016DEC1,M,,,5
J1958,J1958,011017203C,F,,,5
J196,J196,,M,,,5
J1960,J1960,0110172279,M,,,5
J1961,J1961,0110170F43,M,,,5
J1963,J1963,0110173FC4,M,,,5
J1965,J1965,011016BFE3,M,,,5
J1966,J1966,0110174054,M,,,5
J1967,J1967,0110174249,F,,,5
J1968,J1968,0110177548,M,,,5
J1969,J1969,0110172A42,F,,,5
J197,J197,,M,,,5
J1970,J1970,0110172271,M,,,5
J1971,J1971,0110172DD4,,,,5
J1972,J1972,0110174060,,,,5
J1974,J1974,01101723D9,F,,,5
J1975,J1975,011017249D,M,,,5
J1976,J1976,0110170177,M,,,5
J1977,J1977,01101726B3,F,,,5
J1978,J1978,01101701F3,F,,,5
J198,J198,0110174A96,M,,,5
J1981,J1981,01101719C5,M,,,5
J1982,J1982,01101705D5,M,,,5
J1983,J1983,011016D359,M,,,5
J1984,J1984,0110172035,M,,,5
J1985,J1985,0110172D12,F,,,5
J1986,J1986,01101720FB,,,,5
J1987,J1987,01103F8F80,F,,,5
J1988,J1988,1.1E+76,F,,,5
J1989,J1989,011016D042,M,,,5
J199,J199,010C118BB2,M,,,5
J1990,J1990,0110173B22,M,,,5
J1991,J1991,0110170B61,F,,,5
J1992,J1992,0110171D56,M,,,5
J1993,J1993,011016DF76,M,,,5
J1994,J1994,0110172F2D,M,,,5
J1995,J1995,110174235,M,,,5
J1996,J1996,011017041B,F,,,5
J1997,J1997,0110173BD9,M,,,5
J1998,J1998,110174761,F,,,5
J1999,J1999,011017343F,F,,,5
J20,J20,,M,,,5
J200,J200,010C109D27,M,,,5
J2000,J2000,011016E606,,,,5
J2001,J2001,0110172AF1,,,,5
J2002,J2002,110173441,,,,5
J2003,J2003,110174372,,,,5
J2004,J2004,110173880,,,,5
J2005,J2005,011016FF85,M,,,5
J2006,J2006,011016FEEB,F,,,5
J2007,J2007,,,,,5
J2008,J2008,011017226C,M,,,5
J2009,J2009,011017423D,M,,,5
J201,J201,,M,,,5
J2010,J2010,110170393,F,,,5
J2011,J2011,011017410D,M,,,5
J2012,J2012,01103F55F8,M,,,5
J2013,J2013,110170834,F,,,5
J2013B,J2013B,,,,,5
J2014,J2014,011017466B,M,,,5
J2014B,J2014B,,,,,5
J2015,J2015,110174066,F,,,5
J2016,J2016,,,,,5
J2017,J2017,01101704B4,F,,,5
J2018,J2018,0110171C94,,,,5
J2019,J2019,011016B974,M,,,5
J202,J202,010C10BA75,M,,,5
J2020,J2020,,,,,5
J2021,J2021,0110171B2B,F,,,5
J2022,J2022,,M,,,5
J2023,J2023,,,,,5
J2024,J2024,,,,,5
J2025,J2025,1.1E+13,M,,,5
J2026,J2026,0110174AA4,M,,,5
J2027,J2027,011017449D,F,,,5
J2028,J2028,011017343B,M,,,5
J2029,J2029,,,,,5
J203,J203,010C11A7F7,M,,,5
J2030,J2030,01101741A0,F,,,5
J2031,J2031,,,,,5
J2032,J2032,,,,,5
J2033,J2033,,,,,5
J2034,J2034,011016D8C0,F,,,5
J2035,J2035,011016E6AD,F,,,5
J2036,J2036,,,,,5
J2037,J2037,011016BCDA,F,,,5
J2038,J2038,,,,,5
J2039,J2039,01103F8F46,M,,,5
J204,J204,,F,,,5
J2040,J2040,110172050,M,,,5
J2041,J2041,011016D521,F,,,5
J2042,J2042,,,,,5
J2043,J2043,01101723EE,M,,,5
J2044,J2044,,,,,5
J2045,J2045,110173654,F,,,5
J2046,J2046,110170713,F,,,5
J2047,J2047,0110170CAD,M,,,5
J2048,J2048,0110170A11,M,,,5
J2049,J2049,011016DE7B,F,,,5
J205,J205,,M,,,5
J2050,J2050,110173163,F,,,5
J2051,J2051,011017067C,F,,,5
J2052,J2052,110174781,M,,,5
J2053,J2053,0110170FFB,F,,,5
J2054,J2054,,,,,5
J2055,J2055,,,,,5
J2056,J2056,01101737C0,F,,,5
J2057,J2057,01101716F0,F,,,5
J2058,J2058,,,,,5
J2059,J2059,01101704B6,F,,,5
J206,J206,,,,,5
J2060,J2060,0110172BB5,M,,,5
J2061,J2061,,,,,5
J2062,J2062,,,,,5
J2063,J2063,110173715,F,,,5
J2064,J2064,01101734FD,M,,,5
J2065,J2065,011017419A,F,,,5
J2066,J2066,,,,,5
J2067,J2067,011017437C,F,,,5
J2068,J2068,0110174B0F,F,,,5
J2069,J2069,01101721BE,M,,,5
J207,J207,,,,,5
J2070,J2070,,,,,5
J2071,J2071,011016C121,F,,,5
J2072,J2072,01103F7532,M,,,5
J2073,J2073,11000000,M,,,5
J2074,J2074,,,,,5
J2075,J2075,,,,,5
J2076,J2076,01101728DF,F,,,5
J2077,J2077,0110172BA6,M,,,5
J2078,J2078,,,,,5
J2079,J2079,110171796,M,,,5
J208,J208,,,,,5
J2080,J2080,,,,,5
J2081,J2081,0110170DF8,F,,,5
J2082,J2082,,,,,5
J2083,J2083,011017292C,F,,,5
J2084,J2084,0110172F92,F,,,5
J2085,J2085,,,,,5
J2086,J2086,0110173C82,M,,,5
J2087,J2087,,,,,5
J2088,J2088,,,,,5
J2089,J2089,,,,,5
J209,J209,,,,,5
J2090,J2090,011016D56A,F,,,5
J2091,J2091,01101737CD,F,,,5
J2092,J2092,110172829,M,,,5
J2093,J2093,,,,,5
J2094,J2094,,,,,5
J2095,J2095,0110174B85,F,,,5
J2096,J2096,01101701F8,M,,,5
J2097,J2097,0110170DEE,M,,,5
J2098,J2098,0110170F49,M,,,5
J2099,J2099,,,,,5
J21,J21,,M,,,5
J210,J210,,,,,5
J2100,J2100,011016FFF4,F,,,5
J2101,J2101,011017185D,F,,,5
J2102,J2102,,,,,5
J2103,J2103,,,,,5
J2104,J2104,,,,,5
J2105,J2105,110171957,F,,,5
J2106,J2106,,,,,5
J2107,J2107,01101737C8,F,,,5
J2108,J2108,,,,,5
J2109,J2109,,,,,5
J211,J211,,,,,5
J2110,J2110,01103F3A41,F,,,5
J2111,J2111,,,,,5
J2112,J2112,011017115E,F,,,5
J2113,J2113,1.1E+12,F,,,5
J2114,J2114,0110172AFA,F,,,5
J2115,J2115,0110170C48,,,,5
J2116,J2116,,,,,5
J2117,J2117,110170433,F,,,5
J2118,J2118,,,,,5
J2119,J2119,01101712F5,M,,,5
J212,J212,01101726C3,F,,,5
J2120,J2120,01101737C7,F,,,5
J2121,J2121,,,,,5
J2122,J2122,,,,,5
J2123,J2123,01101742D5,F,,,5
J2124,J2124,0110170DF2,F,,,5
J2125,J2125,110171586,M,,,5
J2126,J2126,01103F7363,M,,,5
J2127,J2127,,,,,5
J2128,J2128,01101719A2,F,,,5
J2129,J2129,,,,,5
J213,J213,,,,,5
J2131,J2131,110172764,F,,,5
J2132,J2132,,,,,5
J2133,J2133,,,,,5
J2134,J2134,110173218,F,,,5
J2135,J2135,,,,,5
J2136,J2136,,,,,5
J2137,J2137,01101708D2,M,,,5
J2138,J2138,,,,,5
J2139,J2139,110170971,M,,,5
J214,J214,,,,,5
J2140,J2140,,,,,5
J2141,J2141,01103F5882,M,,,5
J2142,J2142,,,,,5
J2143,J2143,,,,,5
J2144,J2144,01101744A2,M,,,5
J2145,J2145,,,,,5
J2146,J2146,,,,,5
J2147,J2147,110171845,M,,,5
J2148,J2148,,,,,5
J2149,J2149,01101745D0,M,,,5
J215,J215,,,,,5
J2150,J2150,110174886,F,,,5
J2151,J2151,1.1E+304,M,,,5
J2152,J2152,,,,,5
J2153,J2153,,,,,5
J2154,J2154,0110170F0F,F,,,5
J2155,J2155,,,,,5
J2156,J2156,,,,,5
J2157,J2157,01101735B5,F,,,5
J2158,J2158,011016F679,F,,,5
J2159,J2159,,,,,5
J216,J216,,,,,5
J2160,J2160,,,,,5
J2161,J2161,,,,,5
J2162,J2162,,,,,5
J2163,J2163,0110173D2E,M,,,5
J2164,J2164,,,,,5
J2165,J2165,,,,,5
J2166,J2166,01101710B1,F,,,5
J2167,J2167,011017193F,F,,,5
J2168,J2168,110173710,M,,,5
J2169,J2169,,,,,5
J217,J217,,,,,5
J2170,J2170,110171411,F,,,5
J2171,J2171,,,,,5
J2172,J2172,,,,,5
J2173,J2173,,,,,5
J2174,J2174,0110172FF4,F,,,5
J2174B,J2174B,,,,,5
J2174C,J2174C,,,,,5
J2175,J2175,,,,,5
J2176,J2176,,,,,5
J2177,J2177,,,,,5
J2178,J2178,,,,,5
J2179,J2179,110172039,M,,,5
J2180,J2180,,,,,5
J2181,J2181,0110173C7A,F,,,5
J2182,J2182,,,,,5
J2183,J2183,,,,,5
J2184,J2184,011017066B,M,,,5
J2185,J2185,1.1E+84,M,,,5
J2186,J2186,,,,,5
J2187,J2187,,,,,5
J2188,J2188,,,,,5
J2189,J2189,011017441B,F,,,5
J2190,J2190,110174655,M,,,5
J2191,J2191,01101732D4,,,,5
J2192,J2192,,,,,5
J2193,J2193,0110173A8D,F,,,5
J2194,J2194,011016CB49,M,,,5
J2195,J2195,01101705DB,F,,,5
J2196,J2196,011017038E,F,,,5
J2197,J2197,011016C2F0,M,,,5
J2198,J2198,0110171B39,M,,,5
J2199,J2199,0110170C07,F,,,5
J220,J220,,,,,5
J2200,J2200,,,,,5
J2201,J2201,011017078D,M,,,5
J2202,J2202,,,,,5
J2203,J2203,,,,,5
J2204,J2204,01101734F6,F,,,5
J2205,J2205,,,,,5
J2206A,J2206A,,,,,5
J2206B,J2206B,,,,,5
J2207,J2207,,,,,5
J2208,J2208,01101704AA,M,,,5
J2209,J2209,,,,,5
J221,J221,,F,,,5
J2210,J2210,01101705D1,F,,,5
J2211,J2211,,,,,5
J2212,J2212,,,,,5
J2213,J2213,0110174B8B,F,,,5
J2214,J2214,,,,,5
J2215,J2215,01101725F7,F,,,5
J2216,J2216,,,,,5
J2217,J2217,011016F272,F,,,5
J2218,J2218,,,,,5
J2219,J2219,1.1E+94,M,,,5
J222,J222,010C10D72D,F,,,5
J2220,J2220,,,,,5
J2221,J2221,010799F935,F,,,5
J2222,J2222,,,,,5
J2223,J2223,0110171D4F,F,,,5
J2224,J2224,,,,,5
J2225,J2225,,,,,5
J2226,J2226,,,,,5
J2227,J2227,,,,,5
J2228,J2228,01103F8000,M,,,5
J2229,J2229,,,,,5
J223,J223,0110174B8F,F,,,5
J2230,J2230,01101742D9,F,,,5
J2231,J2231,,,,,5
J2232,J2232,,,,,5
J2233,J2233,,,,,5
J2234,J2234,,,,,5
J2235,J2235,,,,,5
J2236,J2236,01101741AC,M,,,5
J2237,J2237,,,,,5
J2238,J2238,,,,,5
J2239,J2239,011017441C,F,,,5
J224,J224,010C11AF27,F,,,5
J2240,J2240,,,,,5
J2241,J2241,01101732D2,F,,,5
J2242,J2242,,,,,5
J2243,J2243,,,,,5
J2244,J2244,,,,,5
